Time (s),Memory Usage (MB),Frame Rate (FPS),CPU Percentage
0.10121846199035645,14.81640625,6.728207336439699,0.0
3.619513750076294,14.81640625,6.875336400383116,0.0
7.076991081237793,14.81640625,6.814800968872454,0.0
10.54024338722229,14.81640625,6.786858702442206,0.0
14.004175186157227,14.81640625,6.872744267151991,0.0
17.46033525466919,14.81640625,6.681314653643069,0.0
20.95001459121704,14.81640625,6.8298280054095795,0.0
24.433382749557495,14.81640625,6.844693895503392,0.0
27.91560935974121,14.81640625,6.787845877103542,0.0
31.4310359954834,14.81640625,6.668851509442172,0.0
34.920125246047974,14.81640625,6.733818873735064,0.0
38.39893317222595,14.81640625,6.813487590689903,0.0
41.87854290008545,14.81640625,6.780225762143388,0.0
45.35257863998413,14.81640625,6.742471308374149,0.0
48.83678913116455,14.81640625,6.85097753661834,0.0
52.30062794685364,14.81640625,6.8071930636623,0.0
55.77936768531799,14.81640625,6.743042865516195,0.0
59.26318430900574,14.81640625,6.705128561256648,0.0
62.73458814620972,14.81640625,6.791191242850999,0.0
66.20779585838318,14.81640625,6.8465483126656315,0.0
69.66312003135681,14.81640625,6.827210138604582,0.0
73.140620470047,14.81640625,6.860922245160705,0.0
76.6099305152893,14.81640625,6.780442491679437,0.0
80.08128213882446,14.81640625,6.718727204311179,0.0
83.52996850013733,14.81640625,6.863767934047534,0.0
86.99602746963501,14.81640625,6.772609631620814,0.0
90.45984983444214,14.81640625,6.68875868105319,0.0
93.95304656028748,14.81640625,6.717044500417376,0.0
97.4209668636322,14.81640625,6.771417267300176,0.0
100.87961030006409,14.81640625,6.780074716418561,0.0
104.3443672657013,14.76171875,6.779844877151636,0.0
107.80985856056213,14.76171875,6.864259272876314,0.0
111.25988411903381,14.76171875,6.768634534341996,0.0
114.7342758178711,14.76171875,6.7333071696254265,0.0
118.20276808738708,14.76171875,6.7771405114247365,0.0
121.66523909568787,14.76171875,6.765625211428311,0.0
125.13198065757751,14.76171875,6.8232106130093575,0.0
128.60152292251587,14.76171875,6.859369212399742,0.0
132.08094429969788,14.76171875,6.779418074117433,0.0
135.5441756248474,14.76171875,6.755654724275173,0.0
139.02580571174622,14.76171875,6.863828506264175,0.0
142.48780870437622,14.76171875,6.817050807482183,0.0
145.95887231826782,14.76171875,6.824867085706001,0.0
149.4340832233429,14.76171875,6.808510638295367,0.0
152.90140056610107,14.76171875,6.861769650390363,0.0
156.3453996181488,14.76171875,6.774982506024907,0.0
159.83951425552368,14.76171875,6.757461202514294,0.0
163.30337572097778,14.76171875,6.739906989286026,0.0
166.78543043136597,14.76171875,6.712657963226068,0.0
170.27521991729736,14.76171875,6.8111870828681464,0.0
173.7484633922577,14.76171875,6.835263318749676,0.0
177.213276386261,14.76171875,6.795173097327193,0.0
180.6622838973999,14.76171875,6.845918903239719,0.0
184.1302728652954,14.76171875,6.7983804315344205,0.0
187.59964084625244,14.76171875,6.785635004568215,0.0
191.06813073158264,14.76171875,6.822366055027747,0.0
194.52458310127258,14.76171875,6.765958721852496,0.0
197.98690056800842,14.76171875,6.794988404832638,0.0
201.45215892791748,14.76171875,6.849958508820341,0.0
204.91990399360657,14.76171875,6.852473106485425,0.0
208.38685989379883,14.76171875,6.801742800843481,0.0
211.844735622406,14.76171875,6.845604241930074,0.0
215.2891721725464,14.76171875,6.656732286195372,0.0
218.7494673728943,14.76171875,6.7825514020453115,0.0
222.20722317695618,14.76171875,6.719197996520018,0.0
225.6706509590149,14.76171875,6.571850511048408,0.0
229.1498725414276,14.76171875,6.818783996511288,0.0
232.60567378997803,14.76171875,6.817562039817206,0.0
236.05117011070251,14.76171875,6.844432884957848,0.0
239.52028012275696,14.76171875,6.871563604665259,0.0
242.96318221092224,14.76171875,6.858804647518528,0.0
246.40930700302124,14.76171875,6.8756740616127505,0.0
249.83997416496277,14.76171875,6.783714820384245,0.0
253.29459404945374,14.76171875,6.842325452270353,0.0
256.74266600608826,14.76171875,6.820484839029161,0.0
260.2056620121002,14.76171875,6.752774184329807,0.0
263.68449091911316,14.76171875,6.897571069616358,0.0
267.107816696167,14.76171875,6.770022341071241,0.0
270.56667494773865,14.76171875,6.830707739382087,0.0
274.0136523246765,14.76171875,6.722895685629756,0.0
277.4645411968231,14.76171875,6.80616054759665,0.0
280.9197373390198,14.76171875,6.783340116673435,0.0
284.3864221572876,14.76171875,6.793761773824376,0.0
287.8356957435608,14.76171875,6.7472155687106214,0.0
291.28261852264404,14.76171875,6.918411176987337,0.0
294.7058403491974,14.76171875,6.869601229462223,0.0
298.15795969963074,14.76171875,6.71656756531128,0.0
301.2863254547119,14.76171875,1.6433466645266597,0.0
306.62127208709717,14.76171875,2.4358058589650815,0.0
313.33588194847107,14.76171875,2.2144503217583753,0.0
319.07778882980347,14.76171875,6.875302636089331,0.0
322.5272614955902,14.76171875,6.780311138784654,0.0
325.96623611450195,14.76171875,6.816313971099058,0.0
329.40548396110535,14.76171875,6.816340520999684,0.0
332.8453595638275,14.76171875,6.870713778821251,0.0
336.2890832424164,14.76171875,6.874634171255555,0.0
339.72178626060486,14.76171875,6.653853246408022,0.0
343.188649892807,14.76171875,6.828408912439211,0.0
346.62290048599243,14.76171875,6.869688871786011,0.0
350.0726869106293,14.76171875,6.874127845022285,0.0
353.49638509750366,14.76171875,6.797905079872991,0.0
356.931339263916,14.76171875,6.838608831572267,0.0
360.39024019241333,14.76171875,6.828089198253028,0.0
363.839528799057,14.76171875,6.820890243106139,0.0
367.28811526298523,14.76171875,6.831801057948177,0.0
370.7401428222656,14.76171875,6.896157657978402,0.0
374.19019412994385,14.76171875,6.819561229432995,0.0
377.62378764152527,14.76171875,6.809934721913935,0.0
381.0906183719635,14.76171875,6.854130396888195,0.0
384.5273563861847,14.76171875,6.799621941015196,0.0
387.9674139022827,14.76171875,6.716580454559067,0.0
391.423868894577,14.76171875,6.82693048526316,0.0
394.8584728240967,14.76171875,6.34631668845782,0.0
398.3737120628357,14.76171875,6.846046114959145,0.0
401.81999015808105,14.76171875,6.854929134716798,0.0
405.2567913532257,14.76171875,6.919785842508377,0.0
408.70824432373047,14.76171875,6.8535935349098915,0.0
412.13855385780334,14.76171875,6.831014366601707,0.0
415.57037830352783,14.76171875,6.930590139750304,0.0
418.9960980415344,14.76171875,6.894378127090517,0.0
422.43612027168274,14.76171875,6.748035116769968,0.0
425.903888463974,14.76171875,6.7601955821084045,0.0
429.3587260246277,14.76171875,6.8230576460671895,0.0
432.7898919582367,14.76171875,6.8249868618953755,0.0
436.2328186035156,14.76171875,6.748236782132088,0.0
439.68556356430054,14.76171875,6.75468340798393,0.0
443.13412261009216,14.76171875,6.805015879983371,0.0
446.59210729599,14.76171875,6.90569581790296,0.0
450.0353105068207,14.76171875,6.852285286090338,0.0
